"","1: upregulation, -1: downregulation","Symbol","Microgravity-Terrestrial","leaf_FLT_Rep1","leaf_FLT_Rep2","leaf_FLT_Rep3","leaf_GC_Rep1","leaf_GC_Rep2","leaf_GC_Rep3","root_FLT_Rep1","root_FLT_Rep2","root_FLT_Rep3","root_GC_Rep1","root_GC_Rep2","root_GC_Rep3"
"4346","AT4G12740",NA,-1,5.05425740533333,5.0023106359416,4.5279500231338,6.00976328259987,5.4494867491765,5.53794630069114,4.86408117657177,5.36506024278013,4.90925329194431,5.84100367144926,5.81910228305465,5.86688662334545
"4347","AT4G12800",NA,1,14.8766602761554,15.5336255981449,15.5523247304884,9.23220673317014,9.64732272443602,8.44143923750458,15.7722557973479,15.7959645531267,15.7670011759493,8.27661171221014,8.62194078212894,8.53401911000252
"4348","AT4G12830",NA,1,10.3035044491617,9.92595704308579,9.81585819713485,4.38145120180891,3.69287254952142,3.15984197256314,10.6336776202521,9.84590928021737,10.1524633753778,3.15981855672147,3.57509034528321,4.15679065207706
"4349","AT4G12840",NA,-1,6.54989655027777,6.15223891645744,6.21447700087097,7.0093481490185,6.73093443543652,7.0157816538273,6.43301032899633,6.91493171734129,7.01386865531699,7.18192892853014,6.90452237045564,7.04968773089461
"4350","AT4G12880",NA,-1,10.8281773074641,10.4783664457031,10.3661411336029,11.839109192215,11.6583983577444,11.4086150063724,10.4312195669904,10.6285163526709,10.6302528437032,11.3821300774787,11.4265757930801,11.372747607872
"4351","AT4G12910",NA,-1,7.61090087488318,7.41196928887266,7.5750541888381,8.38333006490688,8.19865866327875,8.18172101764062,7.99564737767155,7.8661555976719,7.89749783820365,8.17183313950087,8.41160443682021,8.14823487171651
"4352","AT4G13010",NA,1,10.3565893508508,10.9065167632941,10.9084277778525,9.33316174867722,9.34447504006118,9.19866848420566,11.2030490877031,11.2425225110222,11.2950431343487,9.36341015751577,9.53214050946935,9.25232785247784
"4353","AT4G13070",NA,-1,5.71079831240478,5.8851046150284,6.3973751725762,6.79440198400147,6.83492894123911,6.6690111446069,6.19651167039653,6.63733908724713,6.64647309969533,6.77683440331674,6.76706811895853,6.91438579908779
"4354","AT4G13100",NA,-1,7.38598859272077,7.20224098535885,6.57494258827416,7.63069120078565,7.65460921191531,7.23966610732509,6.66500581132088,6.68041766721585,6.88527657701265,7.42512258684778,7.36056498670325,7.52261545170731
"4355","AT4G13130",NA,-1,3.91512598752735,3.90882737957716,3.70411807213467,7.17675939351536,7.29311567897769,7.14218307551872,3.00354124618029,3.59051289482057,2.80852377199432,7.23016766994009,7.37783870202688,7.26892918139178
"4356","AT4G13200",NA,1,9.82815252864876,9.67505283538788,9.61630785741082,7.85098292857618,7.87798549631415,7.70324586559858,9.65629484764766,9.86003074161853,9.76093648093992,7.43338779188078,7.46123477089093,7.63448104174774
"4357","AT4G13220",NA,1,8.90594231564155,8.80674783953216,8.38462486949542,6.60182574706266,6.71739177649747,6.47446640176274,9.05686911308827,9.02506184645304,8.77419038720478,5.76445138863841,6.25272720694289,6.28773259587262
"4358","AT4G13235",NA,-1,2,2.32245656660927,2.32299169415158,6.79440198400147,7.04466962874291,6.73736520521682,3.1738591833911,2,2.80852377199432,6.85274934476274,7.29842432406282,6.93783578087561
"4359","AT4G13250",NA,1,11.7623310781583,11.619645293092,11.6107828863615,8.29051667752779,8.66512132199589,8.24882388839185,11.3804721421824,11.2365212176729,11.758027582125,8.08531193284761,8.27537569815745,8.40535401448684
"4360","AT4G13280",NA,-1,2,2.32245656660927,2.32299169415158,8.87542223168673,9.3641624657757,8.47785745755797,2,2,2,8.54419379654945,8.70298439882867,9.04121027244963
"4361","AT4G13290",NA,-1,3.32866963522983,3.17139250072868,3.32511654321196,10.5072205163567,10.824341831007,10.1580359692814,2.32334563661313,2,2.80852377199432,10.1264802264481,10.4405360169682,10.4405201780879
"4362","AT4G13320",NA,-1,3.17616824732323,2,3.58850478649324,4.38145120180891,5.23814020208365,4.6285832436949,2.32334563661313,3.32692440950797,3.17143999550176,4.68501848801008,5.15674705829686,4.79287358498972
"4363","AT4G13330",NA,-1,5.65418037864284,5.28777205324465,5.91184736398179,7.66630852750524,7.22775255939631,7.3659424272421,4.91302324230253,5.09480438889019,5.75741160914143,7.63317410578081,7.09412288994301,7.62005737210924
"4364","AT4G13390",NA,-1,2.81217352040064,3.32351292965606,3.70411807213467,9.47448031070117,9.00316231895186,9.5612112031417,2.32334563661313,2.58774036698151,2,8.79890355409897,8.89218116003008,9.30512530582
"4365","AT4G13440",NA,-1,2.32417877708419,2,2.32299169415158,3.31388216723043,5.11959473329909,3.79437803666452,2,2,2,4.50850836156483,4.84520242853023,4.84341601045949
