Analysis.Id,50kPa_notsuppO2_Rep1,50kPa_notsuppO2_Rep2,50kPa_notsuppO2_Rep3,50kPa_suppO2_Rep1,50kPa_suppO2_Rep2,50kPa_suppO2_Rep3,97kPa_CTRL_Rep1,97kPa_CTRL_Rep2,97kPa_CTRL_Rep3
AT1G04290,6.134913796,5.655553968,5.861607537,6.081826784,6.102840772,5.925508457,5.642938724,5.574343422,5.679036177
AT1G04300,5.833365405,5.852758552,5.852758552,5.852758552,5.654826431,5.852758552,6.018468081,5.999952204,5.852758552
AT1G04310,2.869120732,2.909328654,2.779104071,2.720813197,2.876331693,2.809475628,2.966808555,2.768335982,2.876331693
AT1G04330,3.100517209,2.956720173,2.956720173,2.734057013,3.119910446,2.566700588,2.956720173,2.958917344,2.749893768
AT1G04340,7.042101734,6.764320691,6.608174827,7.006105267,6.94064875,7.119441529,6.696989101,6.834458239,6.87147928
AT1G04360,3.547401061,3.542690766,3.402285205,3.689020194,3.474585901,3.364665567,3.515983393,3.142808536,3.149731297
AT1G04390,3.391649079,3.410150341,3.823511888,3.410150341,3.262324108,3.590600254,3.410150341,3.532664304,3.410150341
AT1G04400,7.331662832,7.39414236,7.448694312,7.185606491,7.401935522,7.233286527,7.569372134,7.376495108,7.73130035
AT1G04410,10.72456796,10.72389936,10.39853568,10.43112315,10.52804125,10.61385526,10.69527313,10.61385526,10.54759992
AT1G04420,6.099048504,6.468716919,6.120776733,5.991590131,6.43672424,5.826945795,5.543783404,5.904476326,6.124134469
AT1G04430,7.834904066,7.720066057,7.481259729,7.820508865,7.598390999,7.811937506,7.631877251,7.592775448,7.609364192
AT1G04440,5.798276315,5.988971971,6.114175907,6.048184522,5.988764157,6.123704133,6.179465099,6.099211805,6.027200023
AT1G04480,11.0896143,11.01787183,10.79767884,11.16479168,11.12569829,11.05995877,10.82533106,10.8780785,10.89728034
AT1G04490,2.094613792,2.042167407,2.244739392,2.153150571,2.166759104,2.153150571,2.153150571,2.116146024,2.216465332
AT1G04510,6.39914946,6.597398921,6.35929689,6.519035077,6.380295081,6.422849189,6.422931551,6.413322093,6.220682834
AT1G04520,5.979073249,5.925405063,5.833555056,6.142375884,5.91751315,6.127940031,5.868088061,5.649799428,5.724221501
AT1G04530,4.511106525,4.498739075,4.397421309,4.450228659,4.25041246,4.375560391,4.375560391,4.309144819,4.016892983
AT1G04540,2.65292599,2.825855277,2.65292599,2.79282162,2.45289987,2.447474724,2.378556346,2.421043777,2.72293434
AT1G04550,2.797223455,2.990346358,3.040824083,2.33909177,2.62945007,2.60624589,3.289582152,3.375313207,3.130692951
AT1G04590,5.145531874,5.087171817,4.993598299,5.101710959,4.95142216,5.053140345,5.053140345,5.053140345,5.057869225
AT1G04600,1.779954858,1.89442268,1.927297247,2.071513042,1.866511159,1.890120783,1.961648116,1.927297247,1.980668513
AT1G04610,4.255024666,4.118302119,3.616295947,4.461960077,4.005622988,4.529223022,3.983354347,4.074050209,4.375959973
AT1G04620,3.27092307,3.051572322,3.325026923,2.861040056,3.091680635,2.883709824,3.079989372,2.866579272,3.060913379
AT1G04640,5.227686113,5.228097108,4.852954593,4.963898311,5.295097893,5.035917133,4.734046924,4.98605307,5.119064201
AT1G04660,4.377859228,4.376814589,4.450228659,4.450228659,4.690451851,4.621893425,4.405609934,4.412042822,4.685315124
AT1G04680,6.900080273,7.027093956,6.90864456,7.10004278,6.945071574,6.796554609,7.346610496,7.1250879,7.084962491
AT1G04690,7.72611506,7.764335718,7.64661307,7.896851668,7.696026655,7.750009508,7.614133005,7.684802064,7.748003343
AT1G04700,2.807591364,2.644457608,2.738246721,2.811429608,2.586664462,3.031734967,2.755043404,2.857703705,2.821062832
AT1G04710,5.032963875,4.823160271,4.853087887,4.827216678,4.754929867,4.853087887,4.838746743,4.950370896,5.043486136
AT1G04730,3.637819671,3.884138228,4.081257265,3.884138228,3.884138228,3.801604427,3.92656227,3.884138228,3.679161492
AT1G04760,2.957520597,3.144129985,3.068509358,3.233012629,3.170653216,2.794624306,3.015929483,3.040899283,3.115998608
AT1G04770,4.448712293,4.626599245,3.622968691,3.880220631,4.323447889,4.353703059,4.582205423,4.399078006,4.355999003
AT1G04780,5.127304795,5.327920979,5.321209041,5.098709594,4.975559367,5.140213738,5.227814885,5.291535277,5.233386645
AT1G04790,3.409040441,3.178672495,3.192334744,3.411074076,2.942173073,3.339546447,3.47536733,3.351284513,3.339546447
AT1G04810,6.137809594,6.23159075,6.295926798,6.23159075,6.23159075,6.268658008,6.23159075,6.191300422,6.283374063
AT1G04820,8.494641225,8.485418409,8.280725548,8.323987381,8.245052067,8.280038264,8.323987381,8.427109721,8.10245405
AT1G04830,5.03705287,5.196114908,5.313680261,5.102278284,5.017300612,5.13412952,5.283656776,5.196114908,5.306605976
AT1G04840,2.050152969,2.288729108,1.999905478,2.274803506,2.232604559,2.042966427,2.001248067,1.866481481,2.050152969
AT1G04850,7.835645723,7.74288423,7.751987742,7.793626181,7.698057058,7.759417609,7.793928747,7.880477256,7.684798337
AT1G04860,5.190356246,5.182273174,5.387795129,5.51987604,5.38320262,5.321209041,5.323212389,5.321209041,5.321209041
AT1G04870,7.8585992,7.762890488,7.329998023,7.925217361,7.853072592,7.95975637,7.67245007,7.788403531,7.895772876
AT1G04880,2.351498314,2.302308592,2.254357045,2.351498314,2.401036741,2.386960656,2.23592797,2.351498314,2.381314433
AT1G04900,5.865821149,5.587171557,5.850312306,5.802520162,5.669849942,6.103228986,5.843575829,5.977206536,5.687835703
AT1G04910,5.433760213,5.086209707,5.156867484,5.692289277,5.433760213,5.588788667,5.353030056,5.485941502,5.433760213
AT1G04930,3.884176824,3.809978706,3.912655557,3.880220631,3.763433912,3.928172892,3.884138228,3.884138228,4.377082207
AT1G04945,5.031689799,4.908509266,4.549405134,4.908509266,4.908509266,4.785433828,5.108070405,4.736313714,4.810176043
AT1G04950,4.586234261,5.011567051,4.938865614,5.000041666,4.69875257,4.847397787,4.692562185,4.847397787,4.861739683
AT1G04960,5.684471687,5.684471687,5.717491671,5.624211284,5.845200273,5.684471687,5.523900858,5.559202965,5.714287806
AT1G04970,5.127217972,4.913200998,4.968368073,5.046303381,5.110449797,5.384745051,5.044691373,5.012180239,5.046303381
AT1G04980,4.109357445,3.774661401,3.778321135,3.933217589,3.756897061,4.174156041,3.793249488,3.91525389,3.7106177
AT1G04985,5.332013739,5.327809562,5.27272044,5.282891938,5.416848941,5.222870552,5.063091759,5.190056405,5.244212276
AT1G04990,3.432551466,3.512347364,3.512347364,3.512347364,3.512347364,3.488859811,3.746825626,3.618435256,3.50526708
AT1G05000,4.651283739,4.498680626,4.52394435,4.32380861,4.36767056,4.693278071,4.497712109,4.498793905,4.747300052
AT1G05010,6.368428997,7.060899186,6.891373339,5.734458717,6.655797714,5.867934386,5.91492009,6.368428997,6.493254565
AT1G05020,2.565132217,2.565132217,2.538694391,2.565132217,2.890412926,2.844113514,2.416263133,2.539014635,2.722837894
AT1G05030,4.741003754,4.780953821,4.950370896,4.985554692,5.022884073,4.950370896,5.102715917,4.981767327,4.954658019
AT1G05055,6.716996145,6.592454919,6.682626065,6.869560978,6.726232238,6.825502519,6.639845555,6.663946677,6.65255727
AT1G05060,3.679161492,3.264968643,3.511153214,3.233012629,3.269488556,3.469418927,3.469418927,3.469418927,3.786384521
AT1G05070,4.647672134,4.765361281,4.770186098,5.148623856,4.841819713,4.851624182,4.905071673,4.70354281,4.770186098
AT1G05090,4.865973591,5.038848642,5.427824847,5.543246074,5.390813058,5.420892322,5.258552271,5.012976971,5.204653069
AT1G05100,2.427927202,2.359547175,2.516532897,2.69269151,2.541105275,2.406177195,2.516532897,2.516532897,2.72293434
AT1G05120,2.547544107,2.547544107,2.522920201,2.81762872,2.497168323,2.547544107,2.547544107,2.626193231,2.417095227
AT1G05140,5.845827593,6.051173303,6.117277141,5.741722062,6.179467552,5.693544832,5.680708927,5.92498088,5.866992622
AT1G05150,4.645184004,4.773980171,4.645184004,4.630975096,4.503623949,4.463596845,4.712925927,4.770664422,4.588889826
AT1G05160,4.666463972,4.680275778,4.590235183,4.947695023,4.402928858,4.386175264,4.874957401,4.785821288,4.74507875
AT1G05170,3.125824419,3.052468257,3.115611055,3.490903536,3.295314551,3.502431105,3.146637011,3.233012629,3.265199845
AT1G05180,7.72939638,7.753309798,7.759865823,7.759865823,7.856469668,7.742326252,7.747457383,7.759865823,7.77626034
AT1G05190,7.319269626,7.899459612,7.13603847,6.758973151,7.543828399,6.628731178,6.49543546,6.843365143,6.786228901
AT1G05200,3.676160712,3.666477159,3.551676751,3.699631659,3.593795135,3.676160712,3.731387709,3.67388384,3.676160712
AT1G05205,9.747259856,9.661989681,9.763288699,9.815834232,9.835472803,9.860537615,9.763288699,9.695501657,9.812790965
AT1G05210,7.331257568,6.856347445,6.894109386,7.241812451,7.317770826,7.330034278,7.004123015,7.070353986,6.879794948
AT1G05230,3.496434356,3.790982794,3.791951963,3.375451888,3.663125427,3.558186416,3.775693775,3.533308476,3.860875652
AT1G05240,8.320480452,8.23904245,8.066790729,7.646109693,8.197321451,8.562506886,8.224358309,8.112068454,8.01679755
AT1G05260,6.132771864,5.088219641,4.461307774,5.507494121,5.326780491,6.555546791,5.075518953,4.964857452,5.087774484
AT1G05270,2.528784027,2.46076653,2.656327691,2.454297324,2.553526337,2.834833211,2.552775847,2.545430964,2.686422676
AT1G05280,3.147778743,3.051572322,2.700786793,3.375959267,3.044040459,3.427691511,2.99644421,2.829680163,3.044040459
AT1G05300,4.290112561,4.087664586,4.185032837,3.750004665,4.011778887,4.212463122,4.087664586,4.05518436,4.087664586
AT1G05310,3.285463074,3.197865948,3.21343631,3.509379149,3.24088616,2.820208725,3.400669706,3.347142943,3.418864318
AT1G05320,6.176324923,6.051140955,6.246644156,6.375282478,6.13707952,6.242658865,6.176324923,6.331322596,5.858639144
AT1G05340,3.856100424,3.69970092,4.363343083,4.032287429,3.900862385,4.191006219,3.760102524,3.41788019,3.025538908
AT1G05350,5.344274148,5.173366887,5.344274148,5.388560615,5.156641175,5.514005243,5.459191258,5.394463812,5.183863413
AT1G05360,5.220404769,5.128723981,5.261583883,5.452738693,5.382332717,5.638236357,5.323212389,5.27714306,5.595445817
AT1G05370,3.531081372,3.757164087,3.95518109,3.801861381,3.733616036,3.572227784,3.779503053,3.715698773,3.740283633
AT1G05380,4.388139792,4.866496459,4.769363945,4.668044472,4.611582882,4.769363945,5.109961415,4.716961769,4.81532903
AT1G05385,3.385843161,3.164940485,3.307319739,3.079776456,3.140177096,2.835186688,3.060032468,2.966432226,3.012516958
AT1G05400,2.359547175,2.65776744,2.597627287,2.619350475,2.648964796,2.39377028,2.797661759,2.877718819,2.648964796
AT1G05410,5.064976908,4.939203213,4.950370896,4.998784344,5.201424929,5.153446229,4.971686043,5.062020309,5.031448179
AT1G05430,5.795809571,5.731803791,5.731803791,5.823052463,6.152221428,5.746182411,5.58558189,5.51317427,5.701520394
AT1G05440,3.65438287,3.883863823,3.725394076,3.785040939,3.806212037,3.785040939,3.711140368,3.785040939,3.85560103
AT1G05460,3.471441714,4.088013369,3.962438027,3.727764091,3.674651246,3.634123367,4.262278244,4.402691784,4.123083847
AT1G05470,2.340158192,2.392858561,2.4954832,2.298296562,2.241276303,2.248423634,2.407215667,2.340158192,2.226863901
AT1G05490,2.465776956,2.337979456,2.321769482,2.452410053,2.256519824,2.401835288,2.380306261,2.340158192,2.340158192
AT1G05500,5.277670436,5.192981882,5.170721884,5.040486398,5.186387906,5.144314297,5.023235351,5.134041093,5.138826758
AT1G05520,5.138813233,5.228097108,4.917403325,5.139921674,5.049632367,5.139921674,5.521592463,5.278909602,5.037559456
AT1G05530,2.328131701,2.333683591,2.34412131,2.328131701,2.169867322,2.447474724,2.328131701,2.328131701,2.206396271
AT1G05560,2.109033054,2.224808864,2.236328078,2.149306916,2.637794853,1.903146998,1.920217251,2.209621311,2.185140364
AT1G05570,6.522297835,6.56983827,6.978696242,6.372618828,6.260823547,6.599979524,6.604816802,6.674728118,6.646075653
AT1G05575,4.948820199,4.532792708,5.17607939,4.813713997,4.602733596,4.755832671,4.347272516,4.390632136,4.600221222
AT1G05577,2.037063322,2.443797513,2.424381185,2.280818202,2.174143483,2.280818202,1.925819901,2.027783799,2.0446153
AT1G05590,3.320051103,3.320051103,3.320051103,3.527283356,3.178491048,3.136258088,3.320051103,3.547451685,3.075046323
AT1G05600,4.811347716,4.664743169,4.811347716,4.798963765,4.888665178,4.656818035,4.820246503,4.82654378,4.867172169
AT1G05610,2.894866257,2.849449456,2.637055942,2.703364219,2.648489207,2.800703975,2.800703975,2.800703975,2.928112252
AT1G05620,6.385699047,6.460880302,6.085372282,6.502672879,6.444609879,6.531028886,6.36304068,6.185456522,6.285257711
AT1G05630,3.198055102,3.320051103,3.296503053,3.296503053,3.296503053,3.256054813,3.601709745,3.296503053,3.202495751
AT1G05650,3.558186416,2.399100526,2.710536777,3.170959223,3.005330022,3.641573898,2.386335304,2.61493863,2.206114075
AT1G05670,2.050152969,1.975930671,2.085977072,2.17149523,1.914245084,1.957913289,2.009742144,1.965314387,2.030512014
AT1G05680,2.865258919,2.574868607,2.547870181,2.752687391,2.892700403,2.865258919,2.865258919,2.865258919,3.107696871
AT1G05710,4.861536153,5.011487641,5.087443415,5.152210515,4.520709865,4.460236065,5.290740444,5.310944704,5.109635391
AT1G05720,7.739168536,7.517462768,7.514069788,7.510746058,7.512737342,7.499238051,7.472000887,7.508599272,7.183858877
AT1G05750,2.13932027,2.273983502,2.421142082,2.403184429,2.360528,2.142290072,2.340158192,2.340158192,2.474237453
AT1G05760,5.737367408,5.708872619,5.949924674,5.592174819,5.97298314,5.344666546,5.713490865,5.708872619,5.657627491
AT1G05770,2.949991193,3.115181358,2.98120339,3.534411598,3.32159869,2.819798546,3.480591742,3.107696871,3.107696871
AT1G05790,5.107394897,5.056845732,4.959927532,5.034723849,5.165658757,5.624685738,5.17259134,5.264961639,5.165658757
AT1G05805,4.262681293,3.998636073,4.25273436,4.317236118,4.125480189,4.459369643,4.139896933,4.431745229,4.25273436
AT1G05810,5.040381295,4.777726847,5.310719577,4.980717385,4.946243827,5.187122625,4.851845054,4.996630237,5.082036858
AT1G05830,1.775383401,1.721605748,2.167404584,1.863624381,2.103726485,2.11396785,1.903826514,1.814599498,1.946354599
AT1G05840,5.422917288,5.183375444,5.739992337,5.517192024,5.422917288,5.600950454,5.369021946,5.2665508,5.24210314
AT1G05850,7.573313968,7.644645088,7.513804953,7.145214176,7.489548122,7.414292851,7.527443461,7.503615588,7.446892057
AT1G05860,3.456755293,3.644534981,3.534318582,3.615421242,3.644534981,3.693045397,3.658764173,3.644534981,3.721477643
AT1G05890,4.064890206,4.407081335,4.239542492,4.118435083,4.163840686,4.290403415,4.360876254,4.184506544,3.977973878
AT1G05900,3.098773883,3.037756167,3.111233529,3.111233529,3.074285257,3.087607002,3.289582152,3.153095158,3.111233529
AT1G05910,5.054532725,5.208177059,5.065431216,5.286732942,5.03315843,5.246043582,5.132993051,5.147983188,4.840115443
AT1G05940,6.339085537,6.322790511,6.198599643,6.228359937,6.388440481,6.339085537,6.384306613,6.193537648,6.415251284
AT1G05950,3.81719727,3.91957956,4.216679047,3.889075297,3.847105197,3.88960125,4.011986503,4.039589319,4.182137965
AT1G05960,4.081912808,4.380893284,4.563957596,4.321928494,4.380893284,4.112095098,4.438221886,4.563819667,4.384718775
AT1G05990,2.335457688,2.420140126,2.214123926,2.299935988,2.335457688,2.410064927,2.493599722,2.229635671,2.11255583
AT1G06000,5.752132209,5.729590704,5.26204704,5.449557187,5.715686666,5.456997574,5.428997994,5.352925506,5.247416646
AT1G06010,6.659502528,6.659502528,6.629302217,6.807302128,6.659502528,6.659502528,6.546052552,6.659502528,6.800310685
AT1G06040,7.346992609,7.491687279,7.414675622,7.348840078,7.191967213,7.246590422,7.594518637,7.563952193,7.58300119
AT1G06050,4.020723628,3.901178137,4.122971821,4.108270405,4.256414178,4.085881788,3.949468784,4.087664586,3.851425544
AT1G06060,4.790058416,4.752254882,4.916567923,4.908509266,4.718609011,4.781280001,4.626902613,4.790058416,4.790058416
AT1G06070,4.885693265,5.161461486,4.993598299,5.046303381,5.052571575,5.09231858,4.998185539,5.046303381,5.279459798
AT1G06090,4.752821207,3.961034008,4.00485311,4.35102249,4.728198773,4.805473888,3.74113976,4.237972667,4.2625969
AT1G06110,6.230534366,6.165496204,6.389543522,6.306914692,6.251450962,6.230534366,6.192700065,6.230534366,5.981337898
AT1G06130,3.663125427,3.663125427,3.858390644,3.73987987,3.362687241,3.365563609,3.673623471,3.706173033,3.767257693
AT1G06140,2.644457608,2.644457608,2.680344905,2.748411126,2.923838385,2.788037178,2.632674906,2.644457608,2.475782607
AT1G06170,1.978811635,2.376648631,2.155326432,2.37730204,2.134126736,1.833335473,2.209936773,2.209936773,2.521972622
AT1G06180,5.846921767,5.762460011,5.65130561,5.966076165,5.680400401,5.657987257,5.680400401,5.500361049,5.437652551
AT1G06190,5.676361346,5.914316525,5.375412915,5.337561949,5.802268833,5.291651775,4.9629815,5.101099472,5.316384527
AT1G06200,6.415030437,6.45418412,6.174801609,6.107657025,6.386110712,6.21726048,6.21726048,6.21726048,6.362698893
AT1G06210,4.159721295,4.247968455,4.298853674,4.269058585,4.298853674,4.464059826,4.397463562,4.282030565,4.352186516
AT1G06230,5.509984664,5.56600335,5.948532881,5.658505941,5.177150852,5.318931815,5.982512325,5.814160825,5.625510676
AT1G06240,4.014197529,3.847206198,3.737088581,4.14791039,3.952759326,4.029177581,4.058924442,4.031415487,3.896831833
AT1G06250,2.069918862,1.996542827,2.109976927,2.333683591,2.301557293,1.982250459,2.280770337,2.145190805,2.128394122
AT1G06270,3.746305966,3.764716277,3.839796595,3.945282006,4.019344338,3.938459405,3.510790334,3.985146297,3.768045062
AT1G06310,2.812173601,2.687001312,2.536647819,2.788875796,2.671229871,3.003632198,2.79255277,2.66150647,2.630652478
AT1G06320,2.898887253,3.140177096,3.140177096,3.096059579,3.05116509,3.292728957,2.925439082,2.922113903,3.031533271
AT1G06380,4.45786898,3.958242098,4.035106865,4.261170283,4.339942793,4.233238623,4.047281483,4.105107113,4.195633685
AT1G06390,5.718547216,5.853115741,5.806570058,5.680930269,5.597434261,5.759966068,5.759966068,5.78202413,5.534778539
AT1G06400,5.819000568,5.694887886,5.842760206,5.738505787,5.811557939,5.755195875,5.731145936,5.653380069,5.596981687
AT1G06410,5.246186279,5.4698682,5.330003044,5.266951388,5.353928751,5.435652489,5.537154095,5.38970814,5.465873121
AT1G06420,4.030607324,4.02821698,4.194424584,4.25675209,3.697919576,3.583910385,4.261941364,4.264358463,4.151491541
AT1G06430,3.287477087,3.242588494,2.945158985,2.731150253,3.29632769,2.751661877,2.907029355,2.935757446,2.872436952
AT1G06440,2.230028957,2.218959863,2.230028957,2.338832918,2.440636908,2.279850656,2.230028957,2.21911317,2.230028957
AT1G06450,4.390881809,4.37639787,4.887639908,4.755252184,4.837213986,4.392021195,4.821757401,4.802676003,4.826442808
AT1G06460,2.947705205,3.320051103,3.320051103,2.72555472,3.179841426,2.65292599,3.112878465,3.037188499,3.884410002
AT1G06470,5.052698767,5.035110658,5.166629459,5.082783975,5.034006309,4.981811599,4.761167777,5.035110658,5.035110658
