Sample.Name,Atha_Ler.0_sShoots_FLT_Rep1,Atha_Ler.0_sShoots_FLT_Rep2,Atha_Ler.0_sShoots_FLT_Rep3,Atha_Ler.0_sShoots_GC_Rep1,Atha_Ler.0_sShoots_GC_Rep2,Atha_Ler.0_sShoots_GC_Rep3
AT1G05560,5.364914701,5.867940082,5.909252485,3.167624736,5.207955151,5.507653441
AT1G05570,5.101209641,5.156339883,4.685521361,5.01624178,3.912052106,5.250604745
AT1G05575,2.237638042,2.082650143,1.847240994,2.906557487,1.563752031,3.119513835
AT1G05577,1.198941272,1.379124715,1.225015621,1.104515945,1.430905388,1.462415898
AT1G05590,3.791960889,3.965908383,3.859458718,3.740829928,3.551291326,3.427377943
AT1G05600,4.306932599,4.284998668,4.177587829,3.977648591,3.996712114,4.19174301
AT1G05610,1.19701624,1.21020689,1.365699936,1.505032983,1.432406592,1.159470765
AT1G05620,4.206500449,4.225853936,4.248471384,5.039201986,4.121824696,4.667530355
AT1G05630,1.486433343,1.438016175,1.428620706,1.678763246,1.502954418,1.456703838
AT1G05650,1.077289065,0.856014441,1.017673612,1.412817153,1.39105977,1.055719855
AT1G05670,1.175287055,1.523184241,1.249059778,1.515265817,1.897011837,1.854657696
AT1G05680,1.482185873,1.404208478,1.727345538,1.512067388,1.61664129,2.044438672
AT1G05710,3.465090876,4.100721526,3.983699191,3.090755198,2.673948086,2.935214006
AT1G05720,6.462924081,5.745465777,5.66310751,5.929478816,5.92961574,5.464266391
AT1G05750,1.68881259,1.198391522,1.818511675,1.521036744,2.088395693,1.652152864
AT1G05760,1.409418191,1.333170069,1.826957752,1.513291833,1.916623805,1.306495178
AT1G05770,1.288132594,1.266729751,1.437851502,1.637759004,1.405314926,1.274732574
AT1G05790,3.726088841,3.713833584,3.537254009,3.709210099,3.833052179,3.885918094
AT1G05805,6.177832327,5.591890864,5.297473567,4.64312701,3.732512074,4.675311327
AT1G05810,2.908852635,2.884053347,2.643599055,3.548985467,2.844744273,2.554769909
AT1G05830,1.272670869,1.732649053,1.265058314,1.481102979,1.024054108,1.524210516
AT1G05840,3.150898445,2.868475677,3.077022115,3.595767859,3.761864334,3.565033855
AT1G05850,8.920265174,8.917369767,8.587171929,7.647836002,7.571410278,6.792930999
AT1G05860,1.370092588,1.421231238,2.220565922,1.368640257,1.486761827,2.189903066
AT1G05890,7.738145212,7.543626008,7.77521058,7.952395656,8.029928965,8.12219134
AT1G05900,1.538698017,1.495469524,1.45642621,1.935813813,1.561000112,1.538373237
AT1G05910,3.379358019,3.515967384,3.377379711,3.38119907,3.272504535,3.119065809
AT1G05940,3.487095197,3.30461529,3.043855794,3.756133802,3.356267605,3.433880743
AT1G05950,2.037310382,1.768967047,2.506845675,1.678763246,1.375256932,1.394153347
AT1G05960,5.817805795,5.63946835,6.043951012,4.906328855,5.862407721,5.232794938
AT1G05990,1.726234897,1.567961044,1.620988649,1.513291833,1.678763246,1.576907825
AT1G06000,1.874899897,1.778505785,1.812582053,1.793261821,2.365687501,2.139269899
AT1G06010,3.630449427,3.736070912,3.86632296,3.085581809,3.892056017,4.051807682
AT1G06040,6.365117387,6.145104289,6.199136279,5.86285636,4.510969223,5.290294075
AT1G06050,3.103062411,3.198927186,3.371641107,3.571063917,3.114163125,3.440354695
AT1G06060,5.589140627,5.686912857,5.646043917,5.300597822,5.642380461,5.497657988
AT1G06070,6.525025234,6.653274948,6.650700465,6.228682292,7.108949719,6.748411026
AT1G06090,1.401803971,1.983004601,1.459438626,1.434357221,1.290234733,1.331493005
AT1G06110,5.03316978,5.19696013,4.961194916,6.075601725,5.536613248,5.770207749
AT1G06130,3.575618461,4.192740973,3.574811825,3.613123715,3.80949786,4.431177566
AT1G06140,1.246284648,1.458976567,1.359902175,1.106157713,1.72297033,1.580044105
AT1G06170,0.955926456,1.099275712,0.995824215,1.147172399,0.904746658,1.247978055
AT1G06180,3.420918322,3.214583757,3.778824505,2.513218027,2.732127203,2.496159877
AT1G06190,4.499513577,4.095739911,3.559083368,3.583450725,3.423970633,4.366106994
AT1G06200,4.938406554,5.31481878,4.939986948,5.637605685,5.843047118,5.759601368
AT1G06210,5.157834973,5.115904629,5.431695105,6.156561606,5.69333342,6.089484737
AT1G06230,6.318866684,5.801395374,6.124014474,6.347370813,6.559089731,6.856032789
AT1G06240,1.678164387,1.835807688,1.448990462,1.546873242,1.712921774,2.234059024
AT1G06250,1.614194155,1.686422133,1.203040738,1.240388678,1.732564149,2.051479819
AT1G06270,3.072950415,3.334462996,3.319365963,3.21619225,3.65370122,3.787404222
AT1G06310,0.927986842,1.387630698,1.41088464,0.912863632,1.39923998,0.982275249
AT1G06320,1.401515699,0.947561818,1.153207086,1.560898863,1.070973553,1.251849267
AT1G06380,4.484735281,4.761078773,4.403942371,4.376710864,4.131081214,3.987663772
AT1G06390,3.805196379,4.212346571,3.392628183,2.710864657,2.782625435,2.689268856
AT1G06400,8.288145728,8.111679828,8.11096172,8.451962173,8.125266322,8.100111958
AT1G06410,6.960237976,6.621407415,6.772429248,6.436249939,6.107632737,6.951755174
AT1G06420,3.855866335,3.539756158,3.954723759,3.388322436,3.185491356,3.285058939
AT1G06430,2.943025635,2.187922201,2.720386208,4.044010408,3.507792676,4.089605085
AT1G06440,1.505008311,1.522251554,1.243486351,1.532367633,1.522251554,1.538373237
AT1G06450,2.24526429,2.026315961,2.082808281,2.147237302,2.310642166,2.419957447
AT1G06460,1.925738545,2.298083843,2.275413181,1.873601144,1.645686173,1.536958538
AT1G06470,2.450644427,2.110120935,2.038621659,1.851944156,2.240999169,1.929541077
AT1G06490,1.475563728,1.225983593,1.371315674,1.74088447,1.316546556,1.079476895
AT1G06510,1.525656348,1.335933582,1.942291642,2.479436531,2.118854273,1.733784261
AT1G06530,7.576503757,7.381299872,7.308239543,7.159261416,6.784257818,6.98190523
AT1G06540,1.477134062,1.253620141,2.106351499,1.454945904,1.958250949,1.536650063
AT1G06550,3.10646287,3.196471977,3.788267052,2.824282563,2.572314513,2.27944035
AT1G06560,4.005840998,4.075146585,4.002010189,3.905413604,3.728560935,4.038043449
AT1G06570,6.17846072,6.520757619,6.527533191,7.980376547,7.280707522,7.846322973
AT1G06580,1.65549306,1.307491765,1.28098464,1.631951284,1.329548968,1.309412908
AT1G06590,1.149604558,1.576360397,1.654682704,1.188348979,1.43301114,1.984847425
AT1G06620,1.904597452,1.695750505,2.388539876,1.998541238,1.869530003,1.640033321
AT1G06630,1.850829591,1.596976395,1.91012659,1.82314778,2.536755243,2.548922787
AT1G06640,4.898521551,4.12364134,3.680610176,4.467974931,3.732512074,3.649164844
AT1G06650,1.588736365,1.742989499,1.299827724,1.551125696,2.113832924,1.597721746
AT1G06670,5.955416984,5.792051371,5.590538962,5.027216491,5.481368385,5.988919799
AT1G06680,2.403143591,4.000137592,3.419321568,2.877212455,2.398930473,2.004028909
AT1G06690,2.394640711,3.09779545,3.016410049,3.188005204,2.843175141,2.353885749
AT1G06700,7.525325365,7.725122955,7.864872114,7.987906723,7.571648854,7.472613751
AT1G06710,1.425251658,1.410128448,1.484180135,1.35119997,1.39502398,1.429191971
AT1G06720,4.546155862,4.718193384,4.83057174,4.748119503,4.225330763,5.070397057
AT1G06730,3.208814837,2.992419242,2.722594823,3.237131621,3.011086316,3.369405297
AT1G06760,7.269991723,7.565165485,7.648627167,6.456189797,6.970230323,7.181113762
AT1G06770,1.938355583,1.283654357,2.048226418,2.404009933,2.043488335,2.186837592
AT1G06780,3.867026772,3.860810594,3.684260427,3.75461544,3.800682483,4.02329776
AT1G06790,3.503133,3.67468656,3.979633682,3.740801961,3.605354084,3.833384773
AT1G06800,4.069995825,4.171724881,3.946338374,4.252507313,4.185914548,4.163931209
AT1G06820,3.412194783,3.194015385,3.039657775,2.94906374,3.107005384,2.938719504
AT1G06840,4.716993635,5.305788278,4.931171372,4.682548575,4.767436866,5.034157483
AT1G06850,2.126425884,1.86869947,2.029142005,1.95413767,1.451401461,1.562170996
AT1G06870,5.728121581,5.755701477,6.036288028,6.571731839,5.722796794,5.850315643
AT1G06890,5.069337134,5.061553001,4.742114091,4.310706131,4.179694322,4.556195845
AT1G06900,4.929383495,4.317419904,4.651518297,4.251454179,4.340607859,3.934060166
AT1G06930,1.41031143,1.57588679,1.345860083,1.343446915,1.420415561,1.333174996
AT1G06950,5.272076629,5.973132459,5.19898262,5.283161634,5.445227972,5.966241769
AT1G06960,2.895328554,2.282040839,2.553631024,1.921409729,1.840854618,1.996538914
AT1G06980,4.818443148,5.220241999,4.675436926,3.393181894,4.045380994,2.940273547
AT1G07000,2.616343606,2.294753991,2.17745673,3.424082278,2.010528638,2.520363048
AT1G07010,1.593256301,1.787969566,1.999456125,1.826251353,2.109397905,1.872757426
AT1G07020,5.456639844,5.371994075,5.36138241,5.54183169,5.272003694,5.427009118
AT1G07030,5.57783974,5.743309321,5.428347865,6.10469707,6.143583848,6.312322962
AT1G07040,5.488616205,5.188962369,5.36008412,5.718166484,5.8796811,5.774986907
AT1G07060,1.072424184,1.157934563,1.012090148,1.360904329,1.248535017,1.280850131
AT1G07070,4.982541486,4.751825309,4.798014924,5.158143696,4.875859591,4.182143146
AT1G07080,6.259274034,6.413377156,6.153935141,6.440222447,6.719619658,6.524732686
AT1G07090,4.278766634,4.070001879,3.468064176,3.601617374,3.298093681,2.433671419
AT1G07110,6.253852739,6.681619808,6.623871252,7.229173787,7.153613007,7.141726417
AT1G07128,4.428699041,4.939030986,4.745903227,5.481095036,4.542318977,5.757295517
AT1G07130,4.004555223,4.597255035,3.79246063,4.779749675,4.033838755,4.74298224
AT1G07140,8.430556242,8.414673779,8.147417399,8.266810442,7.605374426,7.57513217
AT1G07150,3.275009048,3.500233248,3.739480159,5.083081164,4.182509825,4.912069347
AT1G07160,1.327902325,1.290477237,1.432572235,1.526516021,1.820602715,1.50177862
AT1G07170,5.83923205,5.781491975,5.705945192,6.216195445,5.779464745,6.071828733
AT1G07210,4.124445808,3.655209153,3.408905045,3.562973993,3.642784444,3.262324107
AT1G07220,1.865806295,1.731993654,1.672990131,1.504297601,1.309258758,1.494301704
AT1G07230,2.278538935,2.278318437,1.957536496,2.282699746,2.552018526,2.620205503
AT1G07240,4.727443691,4.808487159,4.746997889,4.830147143,4.867624163,5.035257646
AT1G07250,5.593755214,5.43717161,5.382198516,5.914544135,5.369111871,5.255939738
AT1G07260,2.28860295,2.133523802,2.618342489,2.181540854,2.457372325,2.455259063
AT1G07270,1.259575756,1.263185851,1.369956006,1.112660138,1.407347222,1.400804802
AT1G07280,3.16253183,3.230785259,3.410713478,3.419554689,3.093827071,2.805144117
AT1G07290,1.202329829,1.368425465,1.852580757,1.571395231,1.439384181,1.740265737
AT1G07300,2.96769053,2.712819418,3.143841687,2.699119715,3.156133264,3.212699198
AT1G07310,3.335223895,3.630426223,3.314544995,3.847069088,4.446550756,3.746854518
AT1G07320,5.716265997,5.48479386,5.899125626,5.271951255,5.15754381,5.261830305
AT1G07350,5.69958387,5.855747518,5.893260616,6.122186574,6.015867153,6.383463615
AT1G07360,5.986490583,5.936080097,5.8014061,5.504378493,5.272946212,5.773702211
AT1G07370,4.244318799,4.393674931,4.611540639,3.098680783,2.909589592,1.878623884
AT1G07380,3.879478508,3.39041144,3.855724315,3.663827266,3.208039656,3.758610872
AT1G07390,1.509288956,1.230300831,1.317100459,1.368640257,1.395276106,0.823137253
AT1G07410,2.506423152,2.390672562,2.340874586,2.318023762,2.292896672,1.715833784
AT1G07420,2.76569742,2.460894293,2.747775244,1.777352228,2.526762438,2.600848351
AT1G07470,6.474275684,6.517210485,6.596960281,6.948002751,6.805424305,7.350484236
AT1G07485,2.010804207,2.138223779,1.745984015,1.50245192,1.701083169,1.509184797
AT1G07510,5.963778497,5.284396094,6.012903678,5.626026374,6.056279071,6.602255809
AT1G07520,2.010124078,2.007224805,1.929313873,1.78339862,2.493109639,2.926963953
AT1G07530,3.961090686,4.15784234,3.976057163,4.561509494,4.557205486,5.430617369
AT1G07560,1.343601651,1.358937838,1.147718796,1.333856434,1.263140305,1.371788942
AT1G07570,4.32409417,4.77618362,4.300468103,5.215038829,3.106220319,4.24752402
AT1G07590,11.57430733,11.85584353,11.8958034,11.65001344,11.1281128,11.28974177
AT1G07610,9.133004504,9.394107335,9.253462084,7.769771604,7.823961367,8.440256591
AT1G07615,3.885069427,3.028706361,3.458851123,3.946548167,4.338680809,4.045757386
AT1G07630,2.185031636,2.622973033,2.351848838,2.949531448,2.212539954,2.643155432
AT1G07640,1.870040103,1.550652439,1.708389747,1.756175268,1.547338058,1.30427524
AT1G07650,5.527776438,5.135008751,4.674513221,4.386534146,4.302060943,4.731126615
AT1G07670,5.896562771,5.859883026,5.99742371,6.052555245,6.02729927,5.733959853
AT1G07700,1.607268556,1.84636539,2.30932831,1.867627388,1.801138562,1.074612638
AT1G07705,3.381472337,3.341494288,3.322048112,2.976826712,2.420834501,3.11206264
AT1G07730,2.348696656,2.030502545,1.954793733,2.176619626,1.951582626,1.871565001
AT1G07740,1.873725529,2.376982361,1.888797807,1.867627388,2.573900036,1.780159151
AT1G07745,0.964737032,1.462655883,1.647191172,1.897468488,1.335912017,1.753517824
AT1G07750,5.054670707,5.055600197,5.179588016,4.126210004,4.170703559,4.078379899
AT1G07770,10.23002029,10.35109451,10.44793369,9.949786631,9.258111268,9.246917558
AT1G07790,3.039269132,3.35771413,2.993240121,2.722921052,3.111137205,2.223612643
AT1G07795,2.488387344,2.499194503,2.166392821,2.328939537,2.783409191,2.877581085
AT1G07820,7.197528834,7.168899373,7.323869486,7.041129248,7.151633663,7.038322716
AT1G07830,5.364463722,5.16366363,5.616256209,5.828206481,5.557097172,6.656579516
AT1G07840,6.684697328,6.651324059,6.34036927,6.606028487,6.498351635,6.311502251
AT1G07870,3.25107014,2.673194995,3.036373191,4.222071169,3.29182935,4.546466044
AT1G07910,2.146697562,2.215878524,2.433617428,2.023327063,2.877581085,3.064818158
AT1G07920,10.39438299,10.56129264,10.70212383,10.33276092,10.33938317,9.823766214
AT1G07950,4.836537992,3.985073247,4.648317348,3.927946898,4.005647319,4.173803361
AT1G07960,2.764043826,2.391909538,2.192858233,2.824282563,2.912762621,2.446969605
AT1G07970,3.484038367,3.320660211,2.879438807,2.912432757,2.548924785,3.508566369
AT1G07980,5.61331829,4.681874678,5.88959799,5.431602362,4.964378312,5.91192477
AT1G07990,4.954070264,4.979588543,4.653637496,4.901473419,5.520932667,5.285126142
AT1G08000,3.865200478,4.609311566,4.515220293,3.676212978,3.759143022,3.106460874
AT1G08030,3.10646287,2.187981923,2.695243182,2.096152445,2.310642166,2.290615933
AT1G08040,3.88798339,3.817747955,4.124787781,3.062379962,3.745819194,4.345691084
AT1G08050,3.514002366,2.853584991,3.15545255,3.47281053,2.858837988,4.818621265
AT1G08060,2.054322195,2.383003674,2.252793926,2.52382262,2.344901682,2.159934744
AT1G08070,1.402536246,1.417113859,1.256193054,1.224445407,1.547159534,1.341336845
AT1G08110,5.917618528,5.938290628,6.198890981,6.345743138,6.534571549,6.142085465
AT1G08130,1.995272984,1.760199292,1.674231617,1.661887702,1.879127559,2.08272843
AT1G08180,4.24776381,4.224981731,4.121940889,3.670316699,4.181371997,3.736028081
AT1G08190,4.103219066,4.114914685,4.065110117,4.672065518,4.545922161,4.548777452
AT1G08210,2.460890629,2.644792863,2.639369453,2.430797293,2.347886526,2.581468089
AT1G08220,1.806963212,1.614497335,1.957953225,1.457357543,1.89359048,1.689604175
AT1G08230,2.513315428,3.196311087,2.567442018,3.047464417,2.546702401,2.088954954
AT1G08250,3.361296938,2.980272364,3.01760007,2.765267588,2.746422586,2.685656099
AT1G08260,1.712107161,1.8945745,1.515527324,1.646224925,1.814777005,1.773839679
AT1G08270,3.198912604,2.481705316,2.3142539,2.115094874,2.242229749,3.355328108
AT1G08280,2.929237062,2.021736482,2.093575995,1.900121543,1.480700112,1.353560348
AT1G08310,1.54294091,1.685263987,1.831804429,1.808711898,1.678763246,1.599836281
AT1G08315,5.330424735,5.049828791,5.278018654,5.272002052,5.136159208,5.839686245
AT1G08320,3.058067952,2.621588192,3.279360607,5.099109302,3.371468362,4.232775589
AT1G08340,1.196670053,1.132285482,1.369662999,1.645781688,1.33947899,1.233849789
AT1G08350,2.014916235,1.566409114,1.692477912,1.673338592,1.355404198,1.151847776
AT1G08360,8.264831321,8.638806879,8.460246072,8.038530198,8.024301858,7.832407312
AT1G08370,6.416278918,6.754676281,5.98066138,6.134765228,6.848915825,6.097861067
AT1G08380,3.911932623,3.970358378,4.364056698,4.053916648,3.522198554,2.858832433
AT1G08390,1.963561222,2.033480359,1.981355498,1.976499503,1.839756249,1.833040772
AT1G08410,5.09668253,4.810800766,5.643035067,4.251153974,5.569931291,6.362765561
AT1G08430,2.290559075,3.520439197,2.129138264,2.172764578,1.55823754,1.456530492
AT1G08450,5.555410914,5.828405034,6.055152915,6.145138635,5.603241779,5.316584395
AT1G08460,4.458868674,4.034175027,3.905175569,4.481401261,4.042988462,4.413956521
AT1G08470,3.648628571,3.519195708,3.699145548,3.126422984,3.256936961,3.438992832
AT1G08480,6.061576891,5.877613178,6.060776702,6.364433582,5.765293086,5.821518431
AT1G08490,2.602387479,2.125687392,2.384989424,3.225574121,2.032370282,2.791132331
AT1G08500,3.600557502,3.656357384,3.457242127,3.624456669,3.346433267,2.889189264
AT1G08510,5.029979795,4.865151303,5.100287018,4.646768469,4.820838694,4.402833369
AT1G08520,4.301816761,4.629484433,4.79283409,4.283547451,4.392877715,4.198840106
AT1G08540,2.549694857,2.689368727,2.872986753,3.045313077,3.095011801,2.773005199
AT1G08550,2.352981065,2.202229,2.22846494,2.30039744,2.251633379,2.489345166
AT1G08560,4.846242929,4.544590574,4.40505857,3.291652506,3.304169321,2.611119317
AT1G08570,5.999079123,6.394179092,5.784036946,7.110766074,6.781857897,7.840692306
AT1G08580,7.878959187,7.722259664,7.883501011,7.144811563,7.270205195,7.433299344
AT1G08590,4.039571726,4.095626175,3.873005079,3.601170914,3.59475158,3.396833496
AT1G08600,4.595501949,4.19913338,4.988426132,3.968606116,4.600367061,5.277292156
AT1G08610,2.221097036,2.72745211,2.217866396,2.285615244,1.930823649,3.256920928
AT1G08620,3.458547413,3.96033715,3.990888449,3.299588045,3.945872212,4.163827291
AT1G08640,2.632895736,2.683510679,2.511830995,2.658429274,2.5671587,3.161341137
AT1G08650,1.797389611,1.329083102,1.735847738,1.8121962,1.511098948,1.518083541
AT1G08660,2.913787668,3.368277683,3.515324889,2.201652464,2.611847212,2.765611215
AT1G08670,3.38117951,2.227041729,2.491688008,2.336557142,2.208830066,2.256758733
AT1G08680,3.45541532,3.351904606,3.632552026,2.920348071,2.747967576,3.421118949
AT1G08700,3.793656352,3.59088282,3.092586423,3.339926862,3.449563941,4.043306806
AT1G08710,3.478498331,3.72944116,2.934478966,3.603166265,3.380374674,3.838995547
AT1G08720,4.165750954,4.846546164,4.520791549,4.643839296,4.860885367,5.112683413
AT1G08730,1.324713014,1.175856233,1.240586833,1.111617398,1.068958603,1.131938196
AT1G08750,1.43028648,1.873921288,1.628677333,1.701949133,1.78503396,2.378560366
AT1G08770,5.376816357,5.410609363,4.803164493,5.184880972,4.503123776,4.393736423
AT1G08780,6.291303318,6.668920158,6.228469575,6.236317947,6.324512318,5.800449912
